property_type,sector,price,bedRoom,bathroom,balcony,facing,built_up_area,servant room,age_category,furnishing_type,combined_rating,luxury_category,floor_category
flat,sector 70,1.1,2,2,2,South-East,1312.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 70,1.55,3,3,3,South,1600.0,1,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 70,1.25,3,3,2,South-East,1300.0,0,Relatively New,Unfurnished,4.4,Low,Low Floor
flat,sector 70,1.6,4,4,3,North-East,1600.0,0,Relatively New,Unfurnished,4.4,Low,Low Floor
flat,sector 70,1.15,2,2,3,South-East,1222.0,0,Relatively New,Unfurnished,4.5,Low,Mid Floor
flat,sector 70,1.6,3,3,3,South,1527.0,1,Relatively New,Unfurnished,4.5,Low,Mid Floor
flat,sector 81,4.0,4,5,3+,West,3801.0,1,Relatively New,Furnished,5.0,Medium,High Floor
flat,sector 81,2.22,3,4,3+,South-East,2407.0,1,Relatively New,Furnished,5.0,Medium,High Floor
flat,sector 81,3.0,4,5,2,South,2882.0,1,Relatively New,Furnished,5.0,Medium,Mid Floor
flat,sector 82,1.0,2,2,2,South,1299.0,0,Relatively New,Furnished,4.8,Medium,High Floor
flat,sector 62,10.75,5,7,3,North-East,4990.0,1,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 62,9.14,4,6,3,East,3932.0,1,Relatively New,Furnished,4.4,Medium,High Floor
flat,sector 62,8.35,4,6,3,East,3872.0,1,Relatively New,Unfurnished,4.4,Medium,High Floor
flat,manesar,0.73,3,3,3+,South,1705.0,1,Moderately Old,Unfurnished,4.2,Low,Low Floor
flat,manesar,0.95,3,4,3,South-East,2232.0,1,Moderately Old,Unfurnished,4.5,Low,Mid Floor
flat,manesar,0.48,2,2,3,South,993.0,0,Moderately Old,Unfurnished,4.2,Low,Mid Floor
flat,manesar,0.86,3,3,3+,South,1900.0,1,Moderately Old,Unfurnished,4.5,Low,Mid Floor
flat,manesar,0.81,3,3,3+,South-West,1900.0,1,Moderately Old,Unfurnished,4.5,Low,Low Floor
flat,sector 67,2.9,3,3,3,West,1852.0,0,Relatively New,Furnished,4.2,Low,Low Floor
flat,sector 71,0.37,1,1,2,North-East,425.0,0,Relatively New,Furnished,4.3,Low,Low Floor
flat,sector 71,0.59,2,2,1,North-East,639.0,0,Moderately Old,Unfurnished,4.3,Low,Mid Floor
flat,sector 71,0.6,2,2,1,South-West,557.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 71,0.37,1,1,2,North-East,450.0,0,Relatively New,Unfurnished,4.3,Low,Low Floor
flat,sector 107,0.9,2,2,3+,East,1236.0,0,Relatively New,Unfurnished,4.6,Low,Mid Floor
flat,sector 70,1.66,3,5,3,North,1527.0,1,Relatively New,Unfurnished,4.5,Medium,Mid Floor
flat,sector 90,2.0,4,4,3+,East,2468.0,1,Moderately Old,Unfurnished,4.4,Low,High Floor
flat,sector 70,1.67,3,5,3,North-East,1527.0,1,Moderately Old,Unfurnished,4.5,Medium,Mid Floor
flat,sector 70,1.1,2,2,2,North-East,1444.0,0,Relatively New,Unfurnished,4.5,Medium,Mid Floor
flat,sector 70,1.6,3,5,3,North,1527.0,1,Relatively New,Unfurnished,4.5,Medium,Mid Floor
flat,sector 70,1.07,2,2,3,North,1222.0,0,Relatively New,Unfurnished,4.5,Medium,Mid Floor
flat,sector 69,1.76,4,4,2,North,1819.0,0,Relatively New,Unfurnished,4.7,Medium,Mid Floor
flat,sector 69,1.55,3,3,2,North-East,1428.0,0,Relatively New,Unfurnished,4.7,Medium,Mid Floor
flat,gwal pahari,5.5,4,5,3+,East,5249.0,1,New Property,Unfurnished,4.5,Medium,High Floor
flat,sector 99,0.271,2,2,1,South-West,538.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 99,0.261,2,2,1,North-East,611.0,0,Relatively New,Unfurnished,3.25,Low,Mid Floor
flat,sector 102,1.25,2,2,2,East,1100.0,0,Relatively New,Unfurnished,4.4,Low,Low Floor
flat,sector 102,2.1,3,4,3+,East,1945.0,1,Relatively New,Unfurnished,4.9,Low,Mid Floor
flat,sector 106,0.95,2,2,3+,North,940.0,0,Relatively New,Unfurnished,4.3,Low,Low Floor
flat,sector 106,0.92,2,2,3+,East,940.0,0,Relatively New,Unfurnished,4.3,Medium,Low Floor
flat,sector 106,1.25,3,4,3+,North-East,1186.0,1,Relatively New,Unfurnished,4.3,Medium,Mid Floor
flat,sector 106,0.87,2,2,3+,North-East,1120.0,0,New Property,Unfurnished,4.3,Medium,Low Floor
flat,sector 106,1.2,3,4,3+,North-East,1186.0,1,Relatively New,Unfurnished,4.3,Medium,Mid Floor
flat,sector 37,0.8,2,2,3,South-East,1310.0,0,Relatively New,Unfurnished,3.9,Medium,Mid Floor
flat,sector 37,0.98,3,3,3+,North-East,1675.0,0,Relatively New,Unfurnished,3.9,Medium,Mid Floor
flat,sector 113,1.32,2,2,2,North-East,1199.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 56,1.35,3,3,3,East,1800.0,0,Old Property,Furnished,4.2,Low,Mid Floor
flat,sector 111,3.45,4,5,3+,North-East,2670.0,1,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 81,2.4,3,4,3+,North,2407.0,1,New Property,Furnished,5.0,Medium,Mid Floor
flat,sector 81,3.45,4,4,3+,East,2599.0,1,New Property,Semi-Furnished,4.4,Medium,Mid Floor
flat,sector 81,2.25,3,3,3+,North-East,1929.0,1,Relatively New,Semi-Furnished,4.4,Medium,High Floor
flat,sector 37,1.25,3,3,3,North-West,1563.0,0,Relatively New,Unfurnished,4.2,Low,Low Floor
flat,sector 37,1.43,3,3,3+,North,1834.0,1,Relatively New,Unfurnished,4.2,Low,Low Floor
flat,sector 37,1.27,3,3,3,South,1595.0,0,Relatively New,Unfurnished,4.2,Low,Low Floor
flat,sector 37,1.43,3,3,3+,North-West,1845.0,1,Relatively New,Unfurnished,4.2,Low,Low Floor
flat,sector 37,1.25,3,3,3,South-East,1563.0,0,Relatively New,Unfurnished,4.2,Low,Low Floor
flat,sector 37,1.44,3,3,3+,North-West,1789.0,1,Relatively New,Unfurnished,4.2,Low,Low Floor
flat,sector 37,1.27,3,3,3,South,1581.0,0,Relatively New,Unfurnished,4.2,Low,Low Floor
flat,sector 37,1.1,3,4,3,West,1899.0,1,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 37,1.4,4,5,3,North,2343.0,1,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 37,0.99,3,4,3,North-East,1660.0,1,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 37,0.86,2,3,3,South-East,1442.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 37,0.98,3,4,3,South-West,1660.0,1,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 37,0.85,2,3,3,South-East,1442.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 37,1.79,4,3,3,South-West,1808.0,0,Relatively New,Furnished,4.4,Low,High Floor
flat,sector 37,1.5,3,3,3,South-West,1686.0,0,Relatively New,Unfurnished,4.4,Low,High Floor
flat,sector 37,1.77,4,3,3,North,2025.0,1,Relatively New,Unfurnished,4.4,Low,High Floor
flat,sector 37,1.5,3,3,3,North-West,1692.0,0,Relatively New,Unfurnished,4.4,Low,High Floor
flat,sector 37,1.49,3,3,3,North-West,1707.0,0,Relatively New,Unfurnished,4.4,Low,High Floor
flat,sector 37,1.8,4,3,3,North-West,2025.0,1,Relatively New,Unfurnished,4.4,Low,High Floor
flat,sector 85,1.06,2,2,2,South,1512.0,0,Relatively New,Unfurnished,4.3,Low,High Floor
flat,sector 85,1.14,2,2,3,South,1604.0,0,Relatively New,Unfurnished,4.3,Low,High Floor
flat,sector 84,0.365,2,2,1,West,531.0,0,Relatively New,Semi-Furnished,4.0,Low,Mid Floor
flat,sector 84,0.34,2,2,1,East,537.0,0,Relatively New,Furnished,4.0,Medium,Low Floor
flat,sector 84,0.34,2,2,1,East,533.0,0,Relatively New,Unfurnished,4.0,Medium,Mid Floor
flat,sector 84,0.35,2,2,1,West,531.0,0,Relatively New,Unfurnished,4.0,Medium,Mid Floor
flat,sector 85,1.05,2,2,3,North-East,1484.0,0,Relatively New,Unfurnished,4.3,Low,High Floor
flat,sector 49,1.72,3,3,2,North-East,2444.0,0,Old Property,Furnished,4.4,Medium,Low Floor
flat,sector 70,1.55,3,5,3,South,1527.0,1,Relatively New,Unfurnished,4.5,Medium,Mid Floor
flat,sector 70,1.5,3,5,3,South,1527.0,1,Relatively New,Furnished,4.5,Medium,Mid Floor
flat,sector 56,2.05,4,4,3,West,2000.0,1,Relatively New,Furnished,4.5,Low,Mid Floor
flat,sector 56,2.11,3,2,3,South,2250.0,0,Relatively New,Furnished,4.5,Medium,Mid Floor
flat,sector 70,1.18,2,2,3,East,1400.0,0,New Property,Unfurnished,4.25,Medium,Mid Floor
flat,sector 70,1.15,2,2,3,East,1400.0,0,New Property,Unfurnished,4.25,Medium,Mid Floor
flat,sector 70,1.66,3,3,3+,East,1900.0,1,New Property,Unfurnished,4.25,Medium,Mid Floor
flat,sector 70,1.68,3,3,3+,North-East,1900.0,1,New Property,Unfurnished,4.25,Medium,Mid Floor
flat,sector 108,3.95,3,4,2,West,1900.0,1,Relatively New,Unfurnished,4.38,Low,High Floor
flat,sector 62,2.1,2,2,3,North-East,1500.0,0,New Property,Furnished,4.25,Low,High Floor
flat,sector 70,1.64,3,3,3+,North-East,1950.0,1,New Property,Unfurnished,4.25,Medium,Mid Floor
flat,sector 70,1.69,3,3,3+,North-East,1900.0,1,New Property,Unfurnished,4.25,Medium,Mid Floor
flat,sector 65,6.15,3,3,3,North-East,3027.0,1,Moderately Old,Furnished,5.0,Low,High Floor
flat,sector 65,6.1,3,3,3,North-East,3027.0,1,Moderately Old,Furnished,5.0,Medium,High Floor
flat,sector 82,1.59,3,3,3+,North-East,1668.0,0,Relatively New,Semi-Furnished,4.6,Medium,Mid Floor
flat,sector 77,1.08,3,4,3+,South-West,1810.0,1,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 77,1.09,3,4,3+,South,1833.0,1,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 70,0.85,2,2,2,South-East,842.0,0,Relatively New,Furnished,4.25,Low,Mid Floor
flat,sector 108,3.95,3,5,2,North,1900.0,1,New Property,Unfurnished,4.38,Medium,High Floor
flat,sector 108,2.5,3,3,2,East,1480.0,0,New Property,Unfurnished,4.38,Medium,High Floor
flat,sector 56,2.05,4,4,3+,South,2500.0,0,Relatively New,Furnished,4.5,Medium,Mid Floor
flat,sector 56,2.45,4,4,3+,West,2900.0,0,Relatively New,Furnished,4.5,Medium,Low Floor
flat,sector 56,1.5,3,3,3+,North,1900.0,1,Relatively New,Furnished,4.5,Medium,Mid Floor
flat,sector 52,1.45,3,3,3+,West,1800.0,0,Relatively New,Furnished,4.5,Medium,Mid Floor
flat,sector 85,1.2,2,2,3,North,1300.0,0,Relatively New,Furnished,4.3,Medium,Mid Floor
flat,sector 65,2.4,3,3,3,East,1600.0,1,Relatively New,Furnished,4.5,Low,Mid Floor
flat,sector 81,2.5,3,3,2,West,1700.0,1,Relatively New,Semi-Furnished,4.4,Medium,High Floor
flat,sector 83,1.55,3,3,3,West,1400.0,1,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 83,1.76,3,3,3,North-West,1500.0,1,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 83,1.76,3,3,3,South-East,1600.0,1,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 80,1.4,3,4,2,North-West,1854.0,0,Moderately Old,Unfurnished,3.8,Medium,Mid Floor
flat,sector 80,1.1,3,3,3,North-West,1580.0,1,Moderately Old,Unfurnished,3.8,Medium,Mid Floor
flat,sector 81,2.45,3,3,2,South-East,1800.0,1,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 58,3.8,3,4,1,West,1700.0,1,Moderately Old,Furnished,5.0,Medium,High Floor
flat,sector 54,5.75,3,4,3,North-East,1900.0,1,Relatively New,Semi-Furnished,5.0,Medium,High Floor
flat,sector 54,10.0,4,5,3+,North,3000.0,1,Moderately Old,Semi-Furnished,4.7,Medium,High Floor
flat,sector 28,6.2,3,4,3+,South,2000.0,1,Relatively New,Furnished,5.0,Medium,High Floor
flat,sector 83,1.75,3,3,3,West,1600.0,1,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 81,2.4,3,3,2,North-West,1800.0,1,Relatively New,Semi-Furnished,4.4,Medium,Mid Floor
flat,sector 83,1.75,3,3,3,East,1600.0,1,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 80,1.4,3,4,2,South,1922.0,1,Moderately Old,Unfurnished,3.8,Medium,Mid Floor
flat,sector 95,0.175,1,1,1,North-East,3569.0,0,Relatively New,Unfurnished,4.1,Low,High Floor
flat,sector 95,0.2,1,1,1,West,407.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 71,1.2,3,3,3,North,1466.0,0,Relatively New,Furnished,3.4,Low,Mid Floor
flat,sector 102,1.26,2,2,3,East,1100.0,0,Relatively New,Furnished,4.4,Low,Mid Floor
flat,sector 103,1.34,3,3,3+,South-East,1560.0,0,Relatively New,Unfurnished,4.0,Medium,High Floor
flat,sector 104,2.5,4,4,3+,North-East,2851.0,1,New Property,Unfurnished,4.7,Low,High Floor
flat,sector 111,3.7,4,5,3+,South-East,2650.0,1,Relatively New,Furnished,4.2,Medium,High Floor
flat,manesar,0.6,3,2,2,South-East,1277.0,0,Moderately Old,Unfurnished,4.2,Low,Mid Floor
flat,sector 84,2.2,4,4,3+,South-West,3108.0,1,Relatively New,Unfurnished,4.4,Medium,High Floor
flat,sector 54,7.0,4,6,3+,East,2715.0,1,Moderately Old,Furnished,4.7,Medium,High Floor
flat,sector 104,2.6,4,4,3+,South,2851.0,1,Relatively New,Unfurnished,4.7,Medium,High Floor
flat,sector 59,5.8,3,4,3,North-East,3361.0,1,New Property,Furnished,5.0,Low,High Floor
flat,sector 70,1.8,3,3,3+,North-East,1765.0,0,New Property,Furnished,4.5,Low,Mid Floor
flat,sector 74,1.4,2,2,2,North-East,1289.0,0,New Property,Furnished,4.3,Medium,High Floor
flat,sector 85,2.05,4,4,3+,North-East,2500.0,1,Relatively New,Furnished,4.3,Low,Mid Floor
flat,sector 85,1.17,2,3,3,South-East,1550.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 86,1.58,3,3,1,North,1750.0,0,Relatively New,Furnished,5.0,Medium,High Floor
flat,sector 90,1.25,3,3,3,South-East,1640.0,0,Relatively New,Unfurnished,4.5,Medium,Mid Floor
flat,sector 95,0.37,3,2,1,South-East,716.0,0,Relatively New,Furnished,4.25,Low,Mid Floor
flat,sector 95,0.38,3,2,1,South-East,716.0,0,Relatively New,Furnished,4.25,Low,Low Floor
flat,sector 95,0.32,2,2,1,North,610.0,0,Relatively New,Furnished,4.25,Low,Mid Floor
flat,sector 95,0.315,2,2,1,North,610.0,0,Relatively New,Furnished,4.25,Low,Mid Floor
flat,sector 95,0.2,1,1,1,South-West,407.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 95,0.205,1,1,1,South-West,407.0,0,Relatively New,Unfurnished,4.25,Low,Low Floor
flat,sector 82,1.22,3,5,3+,South-West,2000.0,1,Relatively New,Furnished,3.8,Medium,Mid Floor
flat,sector 84,1.35,3,3,3,South-East,1750.0,0,Relatively New,Unfurnished,5.0,Medium,Mid Floor
flat,sector 71,0.55,2,2,1,South-East,600.0,0,Relatively New,Furnished,4.3,Low,Mid Floor
flat,sector 92,1.12,4,4,2,North-West,2322.0,1,Relatively New,Unfurnished,4.0,Medium,High Floor
flat,sector 92,1.1,4,4,3,North-West,2286.0,1,Relatively New,Unfurnished,4.0,Medium,Mid Floor
flat,sector 92,0.68,3,3,2,North-West,1442.0,0,Relatively New,Unfurnished,4.0,Medium,High Floor
flat,sector 92,1.19,4,3,3,North,2533.0,1,Relatively New,Unfurnished,4.0,Medium,High Floor
flat,sector 102,0.475,2,2,1,South-East,582.0,0,Relatively New,Unfurnished,4.2,Medium,Mid Floor
flat,sector 109,2.95,4,4,3+,South-East,3150.0,1,Relatively New,Furnished,4.8,Medium,Mid Floor
flat,sector 2,0.98,2,2,3,South-West,1416.0,0,Moderately Old,Unfurnished,4.4,Medium,High Floor
flat,sector 2,1.55,3,4,3+,East,1738.0,1,Moderately Old,Unfurnished,4.4,Medium,Mid Floor
flat,sector 2,1.01,2,2,3,East,1281.0,0,Moderately Old,Unfurnished,4.4,Medium,Low Floor
flat,sector 2,1.51,3,4,3+,West,1738.0,1,Moderately Old,Unfurnished,4.4,Medium,Mid Floor
flat,sector 2,1.4,3,3,3+,South-West,1611.0,0,Moderately Old,Unfurnished,4.4,Medium,Mid Floor
flat,sector 2,1.59,3,4,3+,North-West,1738.0,1,Moderately Old,Unfurnished,4.4,Medium,High Floor
flat,sector 2,0.562,1,2,2,North-East,723.0,0,Moderately Old,Unfurnished,4.4,Medium,Mid Floor
flat,sector 102,2.0,3,4,3+,North-East,1900.0,1,Relatively New,Furnished,4.9,Medium,High Floor
flat,sector 102,1.35,3,4,3+,North-East,1400.0,1,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 102,1.9,3,3,3+,North-East,2500.0,1,Relatively New,Unfurnished,4.3,Medium,Low Floor
flat,sector 102,1.7,3,4,3+,North-East,1700.0,1,Relatively New,Furnished,4.9,Medium,Mid Floor
flat,sector 106,1.15,3,3,3,North-East,1650.0,1,Relatively New,Furnished,4.3,Medium,High Floor
flat,sector 84,1.1,3,3,3+,East,1710.0,0,Moderately Old,Furnished,3.8,Medium,High Floor
flat,sector 102,1.3,3,3,3,East,1315.0,1,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 58,4.85,4,5,3,North-West,3182.0,1,Relatively New,Furnished,5.0,Low,High Floor
flat,sector 58,2.2,2,2,1,East,1528.0,0,Relatively New,Furnished,5.0,Low,Mid Floor
flat,sector 108,1.25,3,3,3,South-East,1500.0,1,Relatively New,Unfurnished,4.4,Medium,Low Floor
flat,sector 108,1.55,3,3,3+,North-East,1750.0,1,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 102,1.9,3,3,3+,North-East,1700.0,0,New Property,Unfurnished,4.4,Medium,High Floor
flat,sector 92,1.6,3,4,3+,North-West,1615.0,1,Relatively New,Furnished,5.0,Medium,Mid Floor
flat,sector 66,3.0,4,5,3+,East,1900.0,1,Relatively New,Furnished,4.8,Low,Mid Floor
flat,sector 58,2.2,2,2,2,North-East,1244.0,0,Relatively New,Unfurnished,5.0,Low,Mid Floor
flat,sector 112,5.2,4,6,3+,East,3655.35,1,Relatively New,Furnished,4.6,Medium,High Floor
flat,sector 28,2.35,3,4,3,South-East,1700.0,1,Old Property,Furnished,4.6,Medium,Mid Floor
flat,sector 65,2.77,4,4,3+,North-East,2194.0,1,Relatively New,Semi-Furnished,4.5,Medium,Mid Floor
flat,sector 65,2.7,3,3,3,North-West,1833.0,1,Relatively New,Furnished,4.5,Medium,Mid Floor
flat,sector 65,2.35,3,3,3,East,1833.0,1,Relatively New,Furnished,4.5,Medium,Mid Floor
flat,sector 65,2.79,4,4,3+,South-West,2194.0,1,Relatively New,Semi-Furnished,4.5,Medium,Low Floor
flat,sector 65,2.3,3,4,3,South-West,1833.0,1,Relatively New,Semi-Furnished,4.5,Medium,Mid Floor
flat,sector 56,2.1,3,4,3+,West,2200.0,0,Old Property,Furnished,4.5,Medium,Mid Floor
flat,sector 56,1.35,3,2,2,West,1275.0,0,Old Property,Unfurnished,4.1,Medium,Low Floor
flat,sector 104,2.23,3,4,3+,East,2359.0,1,Relatively New,Furnished,4.8,Medium,Mid Floor
flat,sector 108,2.08,4,4,3+,East,2631.0,1,Relatively New,Unfurnished,4.4,Medium,Mid Floor
flat,sector 108,1.3,3,3,3+,South-West,1661.0,0,Relatively New,Unfurnished,4.4,Medium,Mid Floor
flat,sector 102,0.48,2,2,1,North-East,582.0,0,Relatively New,Unfurnished,4.2,Medium,Mid Floor
flat,sector 108,2.33,3,3,3,North-East,1711.0,0,Relatively New,Furnished,4.38,Medium,High Floor
flat,sector 48,1.75,3,3,3,South,2200.0,1,Old Property,Semi-Furnished,4.2,Medium,Mid Floor
flat,sector 48,1.6,3,3,3,North-West,1700.0,0,Old Property,Furnished,4.2,Medium,High Floor
flat,sector 48,1.5,3,3,3,North,1600.0,0,Old Property,Furnished,4.2,Medium,Low Floor
flat,sector 49,1.9,3,3,3,South,1600.0,0,Old Property,Furnished,4.5,Low,Low Floor
flat,sector 60,3.7,4,5,3,South,2534.0,1,Relatively New,Furnished,5.0,Medium,Mid Floor
flat,sector 60,3.75,4,5,3,South,2534.0,1,Relatively New,Unfurnished,5.0,Medium,High Floor
flat,sector 67,3.4,3,4,3,South,2123.0,1,Relatively New,Furnished,4.2,Medium,High Floor
flat,sector 109,2.2,3,4,3,North-East,1860.0,1,Relatively New,Unfurnished,4.8,Medium,Mid Floor
flat,sector 83,0.83,2,2,2,North,1154.0,0,Relatively New,Unfurnished,4.2,Medium,High Floor
flat,sector 102,1.45,3,3,3,North-East,1493.0,1,Relatively New,Unfurnished,4.6,Medium,Mid Floor
flat,sector 102,1.77,3,3,3,North-East,1653.0,0,Relatively New,Unfurnished,4.4,Medium,Low Floor
flat,sector 102,0.97,2,2,2,North-East,742.0,0,Relatively New,Unfurnished,4.4,Medium,Mid Floor
flat,sector 102,2.35,3,3,3,East,2351.0,1,Relatively New,Furnished,4.4,Medium,High Floor
flat,sector 102,1.9,3,4,3,North-East,1710.0,1,Relatively New,Unfurnished,4.4,Medium,Mid Floor
flat,sector 86,0.43,2,2,1,North-East,557.0,0,New Property,Unfurnished,4.75,Medium,Mid Floor
flat,sector 70,1.62,3,5,3,North,1527.0,1,Relatively New,Unfurnished,4.5,Low,Mid Floor
flat,sector 85,1.99,3,4,3+,East,2398.0,1,Relatively New,Furnished,4.3,Medium,High Floor
flat,sector 70,1.23,2,2,3,North-East,1222.0,0,Relatively New,Unfurnished,4.5,Low,Low Floor
flat,sector 70,1.63,3,5,3,East,1527.0,1,Relatively New,Unfurnished,4.5,Low,High Floor
flat,sector 70,1.64,3,5,3,North,1527.0,1,Relatively New,Unfurnished,4.5,Low,Mid Floor
flat,sector 70,1.25,2,2,3,East,1222.0,0,Relatively New,Unfurnished,4.5,Low,Mid Floor
flat,sector 109,1.9,4,4,3,North-East,2765.0,1,Relatively New,Unfurnished,4.25,Medium,Mid Floor
flat,sector 109,1.2,3,2,2,South,1701.0,0,Relatively New,Unfurnished,4.25,Medium,Mid Floor
flat,sector 109,1.63,3,3,2,North-West,2303.0,1,Relatively New,Unfurnished,4.25,Medium,Mid Floor
flat,sector 90,1.23,3,3,2,North,1578.0,0,Relatively New,Unfurnished,4.5,Low,High Floor
flat,sector 86,0.43,2,2,1,North-East,557.0,0,New Property,Unfurnished,4.75,Low,Mid Floor
flat,sector 85,1.07,2,2,3,South,1484.0,0,Relatively New,Unfurnished,4.3,Low,High Floor
flat,sector 85,1.73,4,5,3+,East,2017.0,1,Relatively New,Unfurnished,4.88,Low,Mid Floor
flat,sector 85,1.45,3,4,2,North,1616.0,1,New Property,Unfurnished,4.88,Low,Mid Floor
flat,sector 82,1.87,3,3,3,East,1668.0,0,Moderately Old,Unfurnished,4.6,Low,High Floor
flat,sector 82,1.85,3,3,3,East,1677.0,0,Moderately Old,Unfurnished,4.6,Low,High Floor
flat,sector 90,1.75,4,4,3+,East,2005.0,0,Relatively New,Unfurnished,4.5,Low,Mid Floor
flat,sector 86,1.23,2,2,3,South,1339.0,0,Relatively New,Unfurnished,4.2,Low,High Floor
flat,sector 86,1.25,2,2,3,West,1339.0,0,Moderately Old,Unfurnished,4.2,Low,High Floor
flat,sector 112,5.6,4,6,3+,North-East,3655.35,1,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 81,1.45,3,3,3,North,1650.0,0,Relatively New,Furnished,5.0,Medium,Mid Floor
flat,sector 82,2.7,4,4,3+,East,1891.0,1,Moderately Old,Unfurnished,4.6,Low,High Floor
flat,sector 86,0.425,2,2,1,North-East,557.0,1,New Property,Unfurnished,4.75,Medium,Low Floor
flat,sector 81,3.45,4,4,3+,East,2527.0,1,Moderately Old,Unfurnished,4.4,Low,High Floor
flat,sector 81,3.25,4,4,3+,North-West,2491.0,1,Moderately Old,Unfurnished,4.4,Low,High Floor
flat,sector 37,0.35,2,2,1,East,850.0,0,Relatively New,Furnished,4.25,Medium,Mid Floor
flat,sector 37,0.33,2,2,1,West,850.0,0,Relatively New,Furnished,4.25,Medium,Mid Floor
flat,sector 37,1.1,3,3,3,North-West,1700.0,0,Relatively New,Unfurnished,4.0,Medium,Mid Floor
flat,sector 37,1.08,3,3,3,South,1700.0,0,Relatively New,Unfurnished,4.0,Medium,Mid Floor
flat,sector 37,1.4,3,3,3,South-East,1711.0,0,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 37,1.65,4,3,3+,West,2091.0,0,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 37,1.67,4,4,3,West,2091.0,0,Relatively New,Furnished,4.4,Medium,High Floor
flat,sector 37,1.45,3,3,3,South-East,1711.0,0,Relatively New,Unfurnished,4.4,Medium,Mid Floor
flat,sector 102,2.61,3,3,3,North-East,2200.0,1,Relatively New,Unfurnished,4.4,Low,High Floor
flat,sector 103,1.32,3,3,3+,North-East,1300.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 102,1.45,3,3,3,North-East,1300.0,1,Relatively New,Unfurnished,4.6,Low,Mid Floor
flat,sohna road,0.73,2,2,3,West,978.0,0,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,sohna road,0.715,2,2,3+,North-East,1131.0,0,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,sohna road,0.655,2,2,3,North-West,978.0,0,Relatively New,Unfurnished,4.4,Low,High Floor
flat,sohna road,0.9,3,3,3,North-West,1599.0,0,Relatively New,Unfurnished,4.8,Medium,Mid Floor
flat,sohna road,0.775,3,3,3,South-East,1344.0,0,Relatively New,Unfurnished,4.8,Medium,Low Floor
flat,sohna road,0.7,3,3,3,North,1281.0,0,Relatively New,Unfurnished,4.8,Medium,Low Floor
flat,sohna road,0.532,2,2,2,East,939.0,0,Relatively New,Unfurnished,4.8,Medium,Low Floor
