property_type,sector,price,bedRoom,bathroom,balcony,facing,built_up_area,servant room,age_category,furnishing_type,combined_rating,luxury_category,floor_category
flat,sohna road,0.78,2,2,3,East,1222.0,0,Under Construction,Unfurnished,4.25,Medium,Mid Floor
flat,sector 92,0.65,3,3,3,East,1304.0,0,Moderately Old,Unfurnished,4.0,Medium,Low Floor
flat,sector 56,0.52,1,1,1,North,475.0,0,Old Property,Unfurnished,4.5,Low,Low Floor
flat,sector 68,1.1,2,2,3,North,1127.0,0,New Property,Unfurnished,4.0,Medium,High Floor
flat,sector 33,1.08,2,2,3,East,85.0,0,Relatively New,Unfurnished,4.1,Low,Mid Floor
flat,sector 22,3.99,3,5,3+,North-East,2796.0,1,New Property,Semi-Furnished,4.5,Medium,Mid Floor
flat,sector 109,1.75,3,3,3,North-East,1466.0,0,New Property,Unfurnished,4.6,Low,Mid Floor
flat,sohna road,0.54,2,2,2,North-East,833.0,0,Under Construction,Unfurnished,4.8,Medium,Mid Floor
flat,sector 109,2.0,4,4,2,East,2380.0,1,Relatively New,Unfurnished,4.6,Low,High Floor
flat,sector 22,3.2,3,4,3+,North-East,2517.0,0,New Property,Unfurnished,4.5,Low,Low Floor
flat,sector 68,1.0,2,2,2,East,1311.0,0,New Property,Unfurnished,4.0,Low,High Floor
flat,sector 102,3.0,4,4,3+,East,3178.0,0,Relatively New,Furnished,4.9,Low,Mid Floor
flat,sohna road,0.21,1,1,1,East,500.0,0,New Property,Unfurnished,4.3,Low,High Floor
flat,sector 95,0.82,2,2,3+,East,1095.0,0,New Property,Unfurnished,4.8,Medium,High Floor
flat,sector 92,0.95,4,3,2,East,1983.0,0,New Property,Unfurnished,4.0,Medium,High Floor
flat,sector 68,0.92,2,2,3,West,1127.0,0,Under Construction,Unfurnished,4.0,Low,Mid Floor
flat,manesar,1.25,3,3,3+,North-West,2944.0,1,Moderately Old,Unfurnished,4.2,Low,Mid Floor
flat,sector 86,0.78,2,2,2,North,1360.0,0,New Property,Unfurnished,4.75,Low,Mid Floor
flat,sector 99,0.5,2,1,2,North-East,652.0,0,New Property,Unfurnished,4.38,Low,Mid Floor
flat,sector 92,0.95,4,3,3,North-West,1765.0,0,New Property,Unfurnished,4.0,Low,High Floor
flat,sector 33,2.0,3,3,3+,North-East,1619.0,0,New Property,Unfurnished,4.1,Low,Mid Floor
flat,sector 3,0.26,2,1,2,East,611.0,0,Relatively New,Unfurnished,4.25,Low,Low Floor
flat,sector 110,0.22,2,1,1,East,543.0,0,Relatively New,Unfurnished,4.25,Low,Low Floor
flat,sector 11,0.8,3,2,0,East,1403.0,0,Old Property,Unfurnished,4.0,Low,Low Floor
flat,sector 104,1.1,2,2,3,East,1148.0,0,Under Construction,Unfurnished,3.9,Medium,High Floor
flat,sector 2,0.2,1,1,1,North,556.0,0,Moderately Old,Unfurnished,4.0,Low,Low Floor
flat,sector 92,0.9,4,5,3+,North-East,1692.0,1,Relatively New,Unfurnished,3.6,Low,High Floor
flat,sohna road,0.3,2,2,2,East,516.0,0,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 22,2.79,3,3,3,East,1564.0,0,New Property,Semi-Furnished,4.5,Medium,High Floor
flat,sohna road,0.39,2,2,2,North-East,720.0,0,Relatively New,Unfurnished,5.0,Low,Mid Floor
flat,sector 92,0.95,4,3,2,East,1983.0,0,New Property,Furnished,4.0,Low,High Floor
flat,sector 85,1.35,2,2,3,East,102.0,0,Relatively New,Unfurnished,4.88,Low,High Floor
flat,sector 3 phase 3 extension,0.22,2,2,1,North-West,570.0,0,Relatively New,Semi-Furnished,3.75,Low,Low Floor
flat,sector 37,0.67,2,2,2,North-East,1086.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 65,2.0,2,2,2,East,1186.0,0,New Property,Furnished,4.25,Medium,High Floor
flat,sector 71,1.15,3,3,2,East,1541.0,1,Moderately Old,Furnished,3.4,Low,High Floor
flat,sector 2,0.55,1,1,2,North,588.0,0,Moderately Old,Unfurnished,4.4,Low,Mid Floor
flat,sector 61,1.5,2,2,2,North,1333.0,0,Under Construction,Unfurnished,4.2,Low,Low Floor
flat,sector 111,2.35,3,3,3+,East,1615.0,0,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 6,0.38,2,2,2,East,944.0,0,Moderately Old,Unfurnished,4.5,Low,Low Floor
flat,sector 81,1.0,2,2,2,East,1131.0,0,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,sector 37,1.02,3,2,3,North-East,1538.0,0,Under Construction,Unfurnished,4.0,Low,High Floor
flat,sector 36,0.72,3,2,3,East,1244.0,0,Relatively New,Unfurnished,3.8,Low,Low Floor
flat,sector 80,0.85,1,1,1,North-West,761.0,0,Relatively New,Unfurnished,3.8,Low,High Floor
flat,sector 10,1.1,3,3,3,East,1833.0,0,Moderately Old,Unfurnished,4.75,Low,Low Floor
flat,sector 102,1.35,2,2,2,North-East,828.0,0,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,sector 36,0.365,1,1,1,West,407.0,0,Relatively New,Unfurnished,3.8,Medium,Mid Floor
flat,sector 82,1.25,3,2,3,North,1667.0,0,Relatively New,Furnished,5.0,Medium,Low Floor
flat,sector 70,1.9,4,3,3,East,2111.0,0,New Property,Unfurnished,4.25,Medium,Low Floor
flat,sector 81,0.6445000000000001,2,2,3,East,1361.0,0,Relatively New,Furnished,4.4,Medium,High Floor
flat,sector 85,2.7,4,4,3+,East,3151.0,0,New Property,Unfurnished,4.3,Low,High Floor
flat,sector 108,2.1,2,2,2,East,1250.0,0,Relatively New,Unfurnished,4.25,Medium,Mid Floor
flat,sector 61,2.17,3,3,3,East,1721.0,0,Under Construction,Unfurnished,4.2,Low,Low Floor
flat,sector 61,1.7,2,2,2,East,1244.0,0,Under Construction,Unfurnished,4.2,Medium,Mid Floor
flat,dwarka expressway,1.65,3,4,3,East,3094.0,0,Under Construction,Unfurnished,4.0,Low,Mid Floor
flat,sector 52,1.76,4,4,3+,East,2199.0,0,New Property,Unfurnished,4.5,Low,High Floor
flat,sector 12,0.6,3,3,2,North-East,1178.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sohna road,0.91,2,2,3,East,1222.0,0,New Property,Unfurnished,4.25,Medium,Low Floor
flat,sector 104,0.49,3,2,2,North-East,695.0,0,Under Construction,Unfurnished,4.0,Medium,Mid Floor
flat,sector 2,0.95,2,2,1,South-East,1100.0,0,Relatively New,Unfurnished,4.75,Medium,Low Floor
flat,sohna road,0.3,2,2,1,North,650.0,0,New Property,Unfurnished,4.25,Medium,High Floor
flat,sector 36,0.371,1,1,1,North,319.0,0,Relatively New,Furnished,3.8,Medium,Mid Floor
flat,sector 76,0.75,2,2,3,North-East,1199.0,0,Relatively New,Furnished,4.3,Low,High Floor
flat,sector 65,2.6,3,3,3+,East,1833.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 78,1.1,3,3,3+,East,2176.0,1,Old Property,Unfurnished,4.25,Medium,Mid Floor
flat,sector 104,1.5,2,2,2,North-East,1403.0,0,Under Construction,Unfurnished,4.8,Low,Mid Floor
flat,sector 61,2.24,3,3,2,East,1402.0,0,New Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 61,1.57,2,2,2,East,1150.0,0,New Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 53,7.4,4,4,3,North-East,2477.0,0,Under Construction,Unfurnished,4.5,Low,High Floor
flat,sector 110,0.22,2,2,1,West,556.0,0,New Property,Furnished,4.0,Low,Low Floor
flat,sohna road,0.32,2,2,1,North,1000.0,0,New Property,Unfurnished,4.25,Low,High Floor
flat,sector 86,0.74,2,2,1,East,1231.0,0,Under Construction,Unfurnished,4.75,Low,High Floor
flat,sector 65,1.95,2,2,3,East,1141.0,0,Under Construction,Unfurnished,4.25,Low,High Floor
flat,sector 56,0.6,1,1,1,North,543.0,0,Moderately Old,Unfurnished,4.5,Low,Low Floor
flat,sector 105,0.45,3,2,1,East,1056.0,0,Relatively New,Furnished,4.0,Low,Low Floor
flat,sector 99,0.3,2,1,2,North,511.0,0,New Property,Unfurnished,3.8,Low,Mid Floor
flat,sector 89,1.3,3,3,2,East,1581.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 41,2.75,3,3,2,East,1484.0,0,Old Property,Semi-Furnished,5.0,Medium,High Floor
flat,sector 61,1.7,2,2,2,East,1278.0,0,Under Construction,Unfurnished,4.2,Low,Mid Floor
flat,sector 88a,1.75,3,3,3+,East,1306.0,0,New Property,Unfurnished,4.7,Low,Mid Floor
flat,sector 82,0.67,2,2,3,North-West,1150.0,0,Moderately Old,Unfurnished,4.5,Low,Low Floor
flat,sector 76,1.08,3,3,3,North-East,1774.0,1,New Property,Unfurnished,4.3,Low,Low Floor
flat,sector 99,0.95,2,3,3,North-East,1611.0,1,Relatively New,Unfurnished,4.38,Low,Mid Floor
flat,gwal pahari,0.56,2,2,1,East,1028.0,0,Old Property,Furnished,4.5,Low,High Floor
flat,sector 104,0.85,2,2,3,East,1611.0,0,Relatively New,Unfurnished,3.9,Low,High Floor
flat,sector 3,1.25,2,2,3,North-East,1161.0,0,Relatively New,Unfurnished,4.38,Low,High Floor
flat,sohna road,1.05,2,2,3,North,1175.97,0,New Property,Unfurnished,4.25,Low,Low Floor
flat,sector 86,0.78,2,2,1,East,1231.0,0,New Property,Unfurnished,4.75,Low,Mid Floor
flat,sohna road,0.79,3,2,3+,East,978.0,0,Under Construction,Unfurnished,4.8,Medium,Mid Floor
flat,sector 99,0.32,2,2,2,East,502.0,0,New Property,Unfurnished,3.8,Low,High Floor
flat,sector 59,3.78,3,3,3,North-East,2550.0,0,Relatively New,Unfurnished,5.0,Low,Mid Floor
flat,sector 86,0.45,2,2,1,East,637.0,0,Under Construction,Unfurnished,4.75,Low,High Floor
flat,sector 33,1.62,3,4,3+,North,129.42,1,New Property,Unfurnished,4.1,Medium,Mid Floor
flat,sector 4,0.36,2,2,1,East,1056.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 95,0.45,2,2,2,East,571.0,0,New Property,Unfurnished,4.88,Low,High Floor
flat,sector 78,0.9888,2,2,3,East,1467.0,0,Under Construction,Unfurnished,4.25,Low,High Floor
flat,sector 95,0.55,2,2,2,North,1256.0,0,New Property,Unfurnished,4.0,Medium,High Floor
flat,sector 6,0.6,2,2,0,South-West,790.0,0,Relatively New,Furnished,4.5,Low,Low Floor
flat,sector 95,0.46,2,2,2,North-West,809.0,0,New Property,Unfurnished,4.25,Low,High Floor
flat,sector 89,1.13,3,3,2,East,1473.0,0,Relatively New,Unfurnished,4.0,Medium,Mid Floor
flat,sector 77,2.1,3,3,3,North-East,1833.0,1,New Property,Unfurnished,4.25,Low,High Floor
flat,sector 95,0.38,2,2,1,North,610.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 88a,2.1,4,4,3,East,1745.0,1,New Property,Unfurnished,4.7,Medium,Low Floor
flat,sector 105,0.42,3,2,1,East,833.0,0,Moderately Old,Unfurnished,4.0,Low,Low Floor
flat,sector 9,1.2,4,3,2,South-East,2000.0,0,Moderately Old,Furnished,4.0,Low,Mid Floor
flat,sohna road,0.28,2,2,2,East,500.0,0,Relatively New,Furnished,4.2,Low,Mid Floor
flat,sector 82,1.0,2,2,2,East,1299.0,0,Relatively New,Unfurnished,4.8,Low,High Floor
flat,sector 37,1.05,3,3,3,South-West,1738.0,0,Relatively New,Furnished,4.1,Medium,Mid Floor
flat,sector 88a,0.45,2,2,1,North-West,694.0,0,New Property,Unfurnished,4.7,Low,Mid Floor
flat,sector 92,0.85,3,3,0,East,1423.0,0,Relatively New,Unfurnished,4.0,Medium,Low Floor
flat,sector 104,1.3,3,3,3,East,1490.0,0,New Property,Unfurnished,3.9,Low,Mid Floor
flat,sohna road road,0.6884999999999999,2,2,2,East,1350.0,0,Under Construction,Unfurnished,4.25,Low,Mid Floor
flat,gwal pahari,0.38,1,1,1,North,565.0,0,Moderately Old,Unfurnished,4.5,Low,High Floor
flat,sector 88a,1.45,2,2,3+,North-West,133.0,0,Relatively New,Semi-Furnished,4.7,Medium,Mid Floor
flat,sector 37,1.0,3,5,3,East,1833.0,1,Under Construction,Unfurnished,4.0,Low,High Floor
flat,sector 112,0.7,2,2,2,East,1498.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 99,0.82,2,2,3,North-East,1365.0,0,Relatively New,Unfurnished,4.38,Low,Low Floor
flat,sector 49,0.8,1,1,1,East,720.0,0,Moderately Old,Unfurnished,4.5,Low,Low Floor
flat,sector 37,0.6,2,2,3,North-East,1180.0,0,Under Construction,Unfurnished,4.25,Low,Mid Floor
flat,sohna road,0.2689999999999999,2,2,2,East,619.0,0,Relatively New,Unfurnished,3.6,Low,Mid Floor
flat,sector 89,0.8,2,2,2,South,1441.0,0,Under Construction,Unfurnished,4.0,Low,Mid Floor
flat,sector 53,6.5,3,4,3+,North-West,2683.0,0,Old Property,Unfurnished,4.2,Medium,Low Floor
flat,sector 90,0.38,2,2,1,East,767.0,0,Under Construction,Unfurnished,3.8,Low,Mid Floor
flat,sector 63,2.2,2,3,3+,West,997.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 61,1.9,3,3,3,East,1137.0,0,New Property,Unfurnished,4.2,Low,Low Floor
flat,sohna road,0.265,2,2,2,East,521.0,0,New Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 33,0.4,2,2,2,East,724.0,0,Relatively New,Semi-Furnished,3.75,Low,Low Floor
flat,sector 95,0.26,1,1,1,North,422.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 37,1.0,3,3,2,South-East,1163.0,0,Relatively New,Unfurnished,3.8,Low,Mid Floor
flat,sohna road,0.4,2,2,3,East,561.0,0,Under Construction,Unfurnished,4.25,Low,Mid Floor
flat,sohna road,0.95,2,2,3+,South,1050.0,0,Under Construction,Unfurnished,4.4,Low,Mid Floor
flat,sector 57,1.12,2,2,1,East,950.0,0,Old Property,Unfurnished,3.6,Low,Low Floor
flat,sector 2,0.75,2,2,2,North-East,1100.0,0,Old Property,Furnished,4.5,Low,High Floor
flat,sohna road,0.35,2,2,2,East,528.0,0,Relatively New,Unfurnished,4.2,Low,High Floor
flat,sector 67,2.08,3,3,2,North,1563.0,0,Under Construction,Unfurnished,4.5,Low,Mid Floor
flat,sector 78,0.95,3,3,2,East,1730.0,0,Relatively New,Furnished,4.25,Low,Mid Floor
flat,sector 95,0.26,1,1,1,North,406.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 3,0.8,3,3,1,North-East,1000.0,0,Old Property,Unfurnished,4.25,Low,Low Floor
flat,sector 69,0.7353000000000001,3,3,1,North-East,1210.0,1,Under Construction,Unfurnished,4.0,Low,Mid Floor
flat,sohna road,0.22,1,1,1,East,477.85,0,Relatively New,Furnished,3.6,Low,Mid Floor
flat,sector 33,1.5,3,3,3,East,1403.0,0,Under Construction,Unfurnished,4.1,Low,Mid Floor
flat,sector 92,1.0,4,3,2,East,2167.0,0,Relatively New,Unfurnished,3.6,Low,Low Floor
flat,sector 67,2.0,3,3,2,North,1346.0,0,Under Construction,Unfurnished,4.5,Low,Mid Floor
flat,sector 21,0.8,2,2,2,East,1256.0,0,Old Property,Unfurnished,4.62,Low,Mid Floor
flat,sector 80,1.6,3,3,3,North-West,2047.0,1,Moderately Old,Unfurnished,3.8,Low,Mid Floor
flat,sohna road,0.285,1,1,1,North-East,443.0,0,New Property,Semi-Furnished,5.0,Low,Mid Floor
flat,sohna road,0.25,2,2,1,East,535.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 99,0.32,2,2,1,North-East,601.0,0,Relatively New,Unfurnished,3.25,Low,Mid Floor
flat,sector 95,0.6,2,2,2,East,974.0,0,Relatively New,Unfurnished,4.4,Low,High Floor
flat,sector 104,1.2,2,2,2,East,877.0,0,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sector 9,0.94,3,3,2,East,1722.0,0,Moderately Old,Furnished,4.0,Low,Mid Floor
flat,sector 95,0.92,3,3,3+,North-East,1750.0,0,New Property,Unfurnished,4.25,Low,High Floor
flat,sector 22,1.75,2,2,2,North-East,1249.0,0,Relatively New,Unfurnished,4.5,Low,High Floor
flat,sector 89,0.8976999999999999,3,3,0,North-East,1910.0,0,Under Construction,Unfurnished,4.0,Low,High Floor
flat,sector 99,1.35,3,5,3,North-East,1807.0,1,New Property,Unfurnished,3.25,Low,Mid Floor
flat,manesar,1.2,3,4,2,East,1670.0,1,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 37,0.7,2,3,3+,North,1299.0,0,Under Construction,Unfurnished,4.25,Low,High Floor
flat,manesar,1.0,3,4,0,East,2480.0,0,New Property,Unfurnished,4.12,Low,Mid Floor
flat,sector 106,1.4,3,4,3+,North-East,1593.0,1,Under Construction,Unfurnished,4.3,Low,High Floor
flat,sector 92,0.65,3,3,3,East,1571.0,0,Moderately Old,Unfurnished,3.6,Low,Mid Floor
flat,sector 86,0.87,2,2,1,North-East,1231.0,0,New Property,Furnished,4.75,Low,High Floor
flat,sector 40,1.5,1,1,0,East,300.0,0,Moderately Old,Unfurnished,4.0,Low,Low Floor
flat,sector 3,0.55,2,2,2,North-East,900.0,0,Old Property,Unfurnished,4.38,Low,Low Floor
flat,sector 108,1.25,3,2,0,North-East,1991.0,0,Relatively New,Furnished,3.8,Low,Low Floor
flat,sector 12,0.35,2,2,1,North,737.0,0,Moderately Old,Unfurnished,4.12,Low,Low Floor
flat,sector 70,1.3,3,3,3,North-East,1865.0,0,Under Construction,Furnished,3.62,Low,High Floor
flat,sector 103,2.0,4,5,3+,North-East,2416.0,1,New Property,Unfurnished,4.0,Low,High Floor
flat,manesar,1.5,4,5,3+,East,2135.0,1,New Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 68,1.9,3,3,3+,East,2288.0,1,Under Construction,Unfurnished,4.0,Low,Low Floor
flat,sector 95,0.22,1,1,1,East,308.0,0,New Property,Unfurnished,4.1,Low,Low Floor
flat,sector 2,0.95,2,3,2,North-East,1444.0,0,Old Property,Furnished,4.75,Low,Low Floor
flat,sector 90,0.4,2,2,1,South,575.0,0,New Property,Unfurnished,3.8,Low,Mid Floor
flat,sohna road,0.32,2,2,2,East,577.0,0,New Property,Unfurnished,3.6,Low,Low Floor
flat,sector 56,0.45,1,1,2,North,543.0,0,Old Property,Unfurnished,4.5,Low,Mid Floor
flat,sector 68,1.85,3,3,3+,East,1798.0,0,Under Construction,Unfurnished,4.0,Low,High Floor
flat,sector 95,0.96,3,3,3,East,1720.0,0,New Property,Unfurnished,4.4,Low,Mid Floor
flat,sector 79,0.8,2,2,3+,North,1172.0,0,New Property,Unfurnished,3.75,Low,Mid Floor
flat,sector 104,1.2,3,2,3+,East,1607.0,0,Relatively New,Furnished,3.9,Medium,High Floor
flat,sector 92,0.5,2,2,2,East,905.0,0,Relatively New,Unfurnished,3.6,Low,Low Floor
flat,sector 92,0.92,4,5,3+,North-East,1895.0,0,Moderately Old,Furnished,3.6,Medium,High Floor
flat,sector 90,0.5,2,2,1,East,650.0,0,New Property,Unfurnished,3.8,Low,Mid Floor
flat,sector 79,0.78,2,2,3+,North,1172.0,0,Relatively New,Unfurnished,3.75,Low,High Floor
flat,sector 81,0.5,2,2,1,East,704.0,0,New Property,Semi-Furnished,3.5,Medium,High Floor
flat,sector 104,1.3,3,2,3+,East,1303.0,0,Relatively New,Furnished,3.9,Low,High Floor
flat,sector 99,0.27,2,2,1,North-East,552.0,0,New Property,Unfurnished,3.25,Low,Mid Floor
flat,sector 92,0.85,4,4,3,North-West,1607.0,0,Moderately Old,Unfurnished,4.0,Low,Mid Floor
flat,sector 81,0.9,2,2,3,North,1231.0,0,New Property,Unfurnished,4.12,Low,Mid Floor
flat,sector 37,0.4,2,2,2,East,667.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 95,0.9,3,3,1,North,2000.0,0,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sector 71,0.39,1,1,2,North-East,294.0,0,New Property,Unfurnished,4.3,Low,Low Floor
flat,sector 43,2.5,3,2,3,East,1674.0,0,Old Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 92,0.8,4,3,2,East,1719.0,0,Relatively New,Unfurnished,3.6,Low,Mid Floor
flat,sector 74,1.5,2,2,1,South,1556.0,0,New Property,Unfurnished,4.3,Low,Mid Floor
flat,sector 92,0.82,3,3,3+,West,1221.18,0,Relatively New,Unfurnished,4.0,Medium,High Floor
flat,sector 104,1.8,2,3,3,North-East,1538.0,1,New Property,Unfurnished,4.8,Low,High Floor
flat,sector 99,0.3,2,2,1,North-East,600.0,0,New Property,Unfurnished,3.25,Low,Mid Floor
flat,sector 79,1.95,3,4,3+,East,1659.0,1,New Property,Unfurnished,4.4,Low,Mid Floor
flat,sector 103,1.5,3,3,3+,North-East,1741.0,0,Under Construction,Unfurnished,4.0,Low,Mid Floor
flat,sector 28,0.9,4,2,3+,East,1382.0,0,Old Property,Unfurnished,4.75,Low,Low Floor
flat,sector 9,0.95,3,3,2,West,1403.0,0,Moderately Old,Unfurnished,4.0,Low,Mid Floor
flat,sector 37,1.0,3,3,3,North,1629.0,0,Under Construction,Unfurnished,4.7,Low,Mid Floor
flat,sector 12,0.53,3,3,2,East,995.0,0,Relatively New,Furnished,4.5,Low,Low Floor
flat,sector 105,0.42,3,2,1,East,1111.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 79,1.35,2,2,3,East,1350.0,0,New Property,Furnished,3.75,Medium,Mid Floor
flat,sector 37,1.5,3,4,3+,North-East,2134.0,1,New Property,Unfurnished,4.2,Medium,High Floor
flat,sector 78,1.2,3,3,2,East,2045.0,0,Moderately Old,Semi-Furnished,4.25,Low,Mid Floor
flat,sector 88a,1.5,3,3,2,North-West,2056.0,0,Relatively New,Unfurnished,4.7,Low,Mid Floor
flat,sector 92,0.9,3,2,3,East,1240.0,0,Relatively New,Unfurnished,4.0,Medium,High Floor
flat,sector 92,1.08,4,4,2,North,1891.0,1,New Property,Unfurnished,4.0,Medium,High Floor
flat,sector 92,0.625,2,2,2,East,1498.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 68,1.7,4,4,3+,East,1809.0,0,New Property,Unfurnished,4.0,Medium,High Floor
flat,sector 2,0.4,1,1,1,North,450.0,0,Moderately Old,Furnished,4.75,Low,Mid Floor
flat,sector 107,1.4,3,4,0,East,2137.0,0,New Property,Unfurnished,2.25,Low,Low Floor
flat,sector 12,0.35,3,3,1,East,905.0,0,Old Property,Unfurnished,4.12,Low,Low Floor
flat,sector 103,1.25,3,4,3,North-East,2012.0,1,Under Construction,Unfurnished,4.0,Medium,High Floor
flat,sector 28,1.35,2,2,2,East,1109.0,0,Moderately Old,Unfurnished,4.4,Low,Low Floor
flat,sector 86,1.05,3,3,3,North-East,1715.0,1,Under Construction,Unfurnished,4.75,Low,Mid Floor
flat,sector 48,3.3,5,5,3+,North,3305.0,1,Old Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 108,0.95,3,3,3,North-East,1649.0,0,Relatively New,Unfurnished,3.8,Medium,Mid Floor
flat,sector 24,5.8,3,4,3+,North-East,3700.0,1,Old Property,Semi-Furnished,5.0,Low,Mid Floor
flat,sector 54,11.0,4,6,3,North-East,2826.0,1,Relatively New,Semi-Furnished,3.9,Medium,Mid Floor
house,sector 70,5.25,5,4,3+,North-East,2610.0,1,New Property,Furnished,4.25,Low,Mid Floor
house,sector 43,2.1,10,10,3+,West,4941.0,1,New Property,Unfurnished,5.0,Low,Mid Floor
house,sector 43,3.0,12,12,3+,West,5022.0,0,New Property,Semi-Furnished,5.0,Low,Mid Floor
house,sector 66,12.0,5,5,3+,East,3240.0,1,New Property,Furnished,3.75,Medium,Mid Floor
house,sector 26,20.0,16,16,3+,East,4091.0,1,New Property,Furnished,5.0,Low,Mid Floor
house,sector 25,10.85,6,6,1,North-East,2844.0,0,Relatively New,Furnished,5.0,Medium,Mid Floor
house,sector 43,1.95,3,4,3+,West,1935.0,1,New Property,Furnished,5.0,Low,Mid Floor
house,sector 25,4.45,4,3,3+,West,1350.0,0,Moderately Old,Unfurnished,5.0,Low,Low Floor
house,sector 28,9.0,6,7,3+,North,3240.0,1,Moderately Old,Unfurnished,4.75,Low,Mid Floor
house,sector 26,15.0,5,6,3+,North,4518.0,1,Moderately Old,Furnished,5.0,Low,Mid Floor
house,sector 43,8.25,5,6,3+,West,2700.0,1,Moderately Old,Furnished,4.25,Low,Mid Floor
house,sector 25,10.75,9,9,3+,South-West,3600.0,1,Old Property,Unfurnished,5.0,Low,Mid Floor
house,sector 38,2.1,2,7,3+,North-East,900.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
house,sector 50,7.35,4,4,3+,South,1760.0,1,Moderately Old,Furnished,5.0,Low,Mid Floor
house,sector 49,4.45,6,6,3,North,2880.0,1,Moderately Old,Semi-Furnished,5.0,Medium,Mid Floor
house,sector 9,3.4,9,9,3,West,2628.0,0,Moderately Old,Furnished,4.0,Low,Mid Floor
house,sector 66,12.0,5,6,3+,North-East,3150.0,1,Relatively New,Furnished,3.75,Medium,Mid Floor
house,sector 48,8.4,4,4,3,East,3240.0,1,Old Property,Furnished,4.25,Low,Low Floor
house,sector 48,8.5,4,4,2,East,3240.0,1,Moderately Old,Unfurnished,4.25,Medium,Low Floor
house,sector 25,7.6,2,9,3,East,1961.0,0,Relatively New,Furnished,5.0,Low,Mid Floor
house,sector 43,7.0,5,5,3+,North-East,2700.0,1,Relatively New,Furnished,5.0,Low,Mid Floor
house,sector 4,4.75,5,5,1,South-East,5067.0,1,Old Property,Furnished,5.0,Low,Low Floor
house,sector 9,3.5,9,9,3+,North-East,2610.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
house,sector 40,5.0,9,9,3+,North-West,2367.0,1,Moderately Old,Furnished,4.0,Low,Mid Floor
house,sector 50,10.56,5,5,3,East,3240.0,1,Moderately Old,Unfurnished,5.0,Low,Mid Floor
house,sector 67,5.46,4,5,3+,East,2259.0,0,Relatively New,Furnished,4.12,Medium,Low Floor
house,sector 25,10.0,5,6,3,North,2700.0,1,Old Property,Furnished,5.0,Low,Mid Floor
house,sector 25,9.0,10,10,3,East,3159.0,0,Old Property,Furnished,5.0,Low,Mid Floor
house,sector 7,1.95,2,2,2,East,1440.0,0,Old Property,Unfurnished,4.0,Low,Low Floor
house,sector 57,3.3,4,4,2,South-East,1728.0,0,Moderately Old,Furnished,4.0,Low,Mid Floor
house,sector 25,13.0,3,16,3+,North-East,2700.0,1,New Property,Semi-Furnished,5.0,Medium,Mid Floor
house,sector 28,6.0,4,4,3+,East,2700.0,0,Old Property,Furnished,4.5,Medium,Mid Floor
house,sector 25,9.0,5,5,3,North,2700.0,1,Old Property,Unfurnished,5.0,Low,Mid Floor
house,sector 26,5.8,5,5,3+,North,1800.0,1,Old Property,Unfurnished,5.0,Low,Low Floor
house,sector 55,7.49,3,12,3+,South-East,2700.0,1,Relatively New,Furnished,4.25,Low,Mid Floor
house,sector 56,11.95,3,12,3+,West,2745.0,1,Relatively New,Furnished,4.5,Low,Mid Floor
house,sector 25,6.25,5,5,3,East,1800.0,1,Moderately Old,Furnished,5.0,Medium,Low Floor
house,sector 70,5.4,4,5,3+,North,2610.0,1,Relatively New,Furnished,4.25,Medium,Mid Floor
house,sector 43,5.75,4,4,2,North,1935.0,1,Old Property,Unfurnished,4.0,Low,Low Floor
house,sector 2,2.55,3,3,2,South,1557.0,0,Old Property,Unfurnished,4.75,Low,Low Floor
